filename,numberOfTapNotes,numberOfHoldNotes,numberOfSlideNotes,numberOfTouchNotes,numberOfBreakNotes,numberOfExNotes,numberOfTotalNotes,numberOfAllTapNotes,Density,totalPlayerLength,breakScoreValue
000736_00.txt,272,17,6,0,5,0,300,294,2.1,142.59,0.1
000736_01.txt,334,69,19,0,24,0,446,427,3.1,143.65,0.02
000736_02.txt,543,71,76,0,32,0,722,646,4.74,152.47,0.02
000736_03.txt,874,60,113,0,25,0,1072,959,7.57,141.53,0.02
000737_00.txt,148,7,6,0,1,0,162,156,1.48,109.44,0.5
000737_01.txt,214,26,21,0,11,0,272,251,2.02,134.4,0.05
000737_02.txt,315,45,36,0,5,0,401,365,3.43,116.8,0.1
000737_03.txt,431,42,91,0,28,0,592,501,4.66,127.08,0.02
000738_00.txt,196,9,5,0,7,0,217,212,2.04,106.61,0.07
000738_01.txt,320,53,19,0,6,0,398,379,3.73,106.61,0.08
000738_02.txt,296,54,45,0,45,0,440,395,4.02,109.38,0.01
000738_03.txt,441,88,72,0,57,0,658,586,6.02,109.38,0.01
000739_00.txt,192,6,8,0,6,0,212,204,1.83,115.81,0.08
000739_01.txt,203,49,30,0,4,0,286,256,2.36,121.4,0.12
000739_02.txt,351,20,33,0,13,0,417,384,3.19,130.81,0.04
000739_03.txt,303,193,92,0,8,0,596,504,5.15,115.81,0.06
000740_00.txt,229,8,2,0,13,0,252,250,2.06,122.06,0.04
000740_01.txt,287,42,7,0,34,0,370,363,3.03,122.06,0.01
000740_02.txt,403,67,57,0,22,0,549,492,4.5,122.06,0.02
000740_03.txt,590,98,129,0,28,0,845,716,6.92,122.06,0.02
000741_00.txt,279,9,3,0,11,0,302,299,2.28,132.5,0.05
000741_01.txt,349,54,6,0,30,0,439,433,3.34,131.25,0.02
000741_02.txt,474,31,48,0,30,0,583,535,4.32,135.0,0.02
000741_03.txt,548,15,156,0,11,0,730,574,5.29,137.97,0.05
000741_04.txt,750,31,99,0,54,0,934,835,6.92,134.9,0.01
000742_00.txt,237,21,2,0,9,0,269,267,1.83,146.9,0.06
000742_01.txt,355,20,16,0,22,0,413,397,2.81,146.9,0.02
000742_02.txt,380,63,52,0,12,0,507,455,3.45,146.9,0.04
000742_03.txt,562,37,115,0,28,0,742,627,5.05,146.9,0.02
000743_00.txt,140,10,7,0,2,0,159,152,1.49,106.45,0.25
000743_01.txt,221,9,15,0,2,0,247,232,2.32,106.45,0.25
000743_02.txt,229,30,24,0,8,0,291,267,2.72,107.1,0.06
000743_03.txt,293,13,68,0,13,0,387,319,3.61,107.1,0.04
000743_04.txt,377,17,82,0,19,0,495,413,5.56,89.03,0.03
000745_00.txt,221,8,7,0,6,0,242,235,1.82,133.16,0.08
000745_01.txt,282,55,10,0,22,0,369,359,2.26,162.97,0.02
000745_02.txt,416,48,60,0,36,0,560,500,2.37,236.71,0.01
000745_03.txt,698,80,65,0,43,0,886,821,6.94,127.74,0.01
000746_00.txt,277,11,9,0,10,0,307,298,2.14,143.76,0.05
000746_01.txt,458,46,8,0,11,0,523,515,3.55,147.33,0.05
000746_02.txt,650,40,54,0,23,0,767,713,5.01,152.97,0.02
000746_03.txt,939,78,82,0,74,0,1173,1091,8.16,143.76,0.01
000747_00.txt,191,16,3,0,10,0,220,217,1.67,131.6,0.05
000747_01.txt,261,51,7,0,6,0,325,318,2.42,134.4,0.08
000747_02.txt,318,71,17,0,18,0,424,407,3.15,134.8,0.03
000747_03.txt,467,41,70,0,10,0,588,518,4.41,133.2,0.05
000748_00.txt,189,19,14,0,9,0,231,217,1.56,148.47,0.06
000748_01.txt,292,34,9,0,13,0,348,339,2.47,140.65,0.04
000748_02.txt,447,46,30,0,8,0,531,501,2.91,182.51,0.06
000748_03.txt,494,64,98,0,15,0,671,573,3.54,189.67,0.03
000750_00.txt,252,45,9,0,7,0,313,304,2.03,153.9,0.07
000750_01.txt,313,68,1,0,27,0,409,408,3.03,135.0,0.02
000750_02.txt,454,87,8,0,14,0,563,555,3.57,157.5,0.04
000750_03.txt,653,68,70,0,39,0,830,760,5.72,145.13,0.01
000751_00.txt,227,8,6,0,27,0,268,262,2.03,132.13,0.02
000751_01.txt,346,10,16,0,16,0,388,372,2.6,148.99,0.03
000751_02.txt,394,58,36,0,30,0,518,482,3.93,131.8,0.02
000751_03.txt,433,27,112,0,110,0,682,570,5.5,124.04,0.0
000752_00.txt,137,16,11,0,3,0,167,156,1.24,135.11,0.17
000752_01.txt,265,13,10,0,4,0,292,282,2.0,145.78,0.12
000752_02.txt,321,38,33,0,14,0,406,373,2.97,136.89,0.04
000752_03.txt,332,41,87,0,16,0,476,389,2.91,163.56,0.03
000753_00.txt,98,16,5,0,4,0,123,118,0.98,125.22,0.12
000753_01.txt,253,18,15,0,20,0,306,291,2.44,125.22,0.03
000753_02.txt,316,59,42,0,44,0,461,419,2.99,154.26,0.01
000753_03.txt,197,0,215,0,16,0,428,213,3.2,133.83,0.03
000756_00.txt,153,17,9,0,2,0,181,172,1.39,130.0,0.25
000756_01.txt,277,30,10,0,8,0,325,315,2.61,124.69,0.06
000756_02.txt,486,48,23,0,4,0,561,538,4.24,132.19,0.12
000756_03.txt,436,36,150,0,4,0,626,476,4.68,133.75,0.12
000756_04.txt,827,8,82,0,28,0,945,863,6.87,137.5,0.02
000757_00.txt,228,20,8,0,9,0,265,257,2.01,131.56,0.06
000757_01.txt,361,30,18,0,20,0,429,411,3.0,143.23,0.03
000757_02.txt,535,38,62,0,79,0,714,652,5.11,139.83,0.01
000757_03.txt,937,30,107,0,89,0,1163,1056,8.56,135.94,0.01
000758_00.txt,180,9,6,0,4,0,199,193,1.71,116.41,0.12
000758_01.txt,291,17,21,0,24,0,353,332,3.0,117.84,0.02
000758_02.txt,361,62,53,0,32,0,508,455,4.02,126.38,0.02
000758_03.txt,488,44,98,0,31,0,661,563,5.68,116.32,0.02
000759_00.txt,281,14,6,0,7,0,308,302,2.44,126.0,0.07
000759_01.txt,343,40,16,0,34,0,433,417,3.34,129.6,0.01
000759_02.txt,429,79,48,0,24,0,580,532,4.32,134.4,0.02
000759_03.txt,581,32,130,0,18,0,761,631,6.04,126.0,0.03
000759_04.txt,764,19,143,0,45,0,971,828,7.36,132.0,0.01
000760_00.txt,250,21,3,0,4,0,278,275,2.23,124.57,0.12
000760_01.txt,292,33,25,0,22,0,372,347,3.2,116.09,0.02
000760_02.txt,347,79,86,0,18,0,530,444,4.33,122.28,0.03
000760_03.txt,591,106,74,0,55,0,826,752,7.0,118.04,0.01
000761_00.txt,177,13,4,0,5,0,199,195,1.49,133.42,0.1
000761_01.txt,292,30,16,0,10,0,348,332,2.61,133.42,0.05
000761_02.txt,358,85,28,0,5,0,476,448,3.5,136.09,0.1
000761_03.txt,637,82,60,0,7,0,786,726,5.93,132.63,0.07
000762_00.txt,166,19,14,0,5,0,204,190,1.42,144.0,0.1
000762_01.txt,324,22,26,0,18,0,390,364,2.78,140.4,0.03
000762_02.txt,567,42,24,0,6,0,639,615,4.02,159.0,0.08
000762_03.txt,809,15,121,0,22,0,967,846,6.12,157.95,0.02
000763_00.txt,284,18,6,0,8,0,316,310,2.19,144.0,0.06
000763_01.txt,375,24,14,0,40,0,453,439,3.15,144.0,0.01
000763_02.txt,419,49,55,0,53,0,576,521,3.99,144.32,0.01
000763_03.txt,582,31,142,0,9,0,764,622,5.31,143.84,0.06
000763_04.txt,504,64,141,0,43,0,752,611,4.85,155.03,0.01
000764_00.txt,187,7,7,0,4,0,205,198,1.46,140.44,0.12
000764_01.txt,311,26,7,0,8,0,352,345,2.51,140.44,0.06
000764_02.txt,322,48,55,0,6,0,431,376,2.84,151.56,0.08
000764_03.txt,618,51,95,0,8,0,772,677,5.55,139.11,0.06
000765_00.txt,175,28,4,0,9,0,216,212,1.82,118.74,0.06
000765_01.txt,243,56,19,0,21,0,339,320,2.86,118.74,0.02
000765_02.txt,312,60,23,0,30,0,425,402,3.58,118.74,0.02
000765_03.txt,467,42,82,0,42,0,633,551,5.22,121.26,0.01
000766_00.txt,205,4,2,0,8,0,219,217,1.93,113.25,0.06
000766_01.txt,235,47,18,0,18,0,318,300,2.71,117.38,0.03
000766_02.txt,336,60,37,0,10,0,443,406,3.69,120.0,0.05
000766_03.txt,659,18,89,0,11,0,777,688,5.29,147.0,0.05
000767_00.txt,218,24,2,0,5,0,249,247,1.99,125.43,0.1
000767_01.txt,354,55,14,0,24,0,447,433,3.58,124.82,0.02
000767_02.txt,425,78,30,0,13,0,546,516,4.08,133.87,0.04
000767_03.txt,689,62,135,0,32,0,918,783,7.35,124.82,0.02
000768_00.txt,195,38,5,0,21,0,259,254,1.88,137.7,0.02
000768_01.txt,345,46,15,0,26,0,432,417,3.04,141.97,0.02
000768_02.txt,347,90,69,0,28,0,534,465,3.88,137.7,0.02
000768_03.txt,515,68,93,0,23,0,699,606,5.08,137.7,0.02
000769_00.txt,188,40,8,0,11,0,247,239,1.97,125.56,0.05
000769_01.txt,270,48,9,0,25,0,352,343,2.88,122.22,0.02
000769_02.txt,378,63,53,0,36,0,530,477,3.91,135.42,0.01
000769_03.txt,538,40,110,0,99,0,787,677,6.06,129.86,0.01
000770_00.txt,153,79,4,0,4,0,240,236,1.88,128.0,0.12
000770_01.txt,268,69,19,0,32,0,388,369,3.03,128.0,0.02
000770_02.txt,271,161,45,0,60,0,537,492,4.16,129.0,0.01
000770_03.txt,477,106,117,0,18,0,718,601,5.31,135.33,0.03
000771_00.txt,241,28,7,0,5,0,281,274,2.02,139.12,0.1
000771_01.txt,346,29,16,0,12,0,403,387,2.8,144.0,0.04
000771_02.txt,435,55,62,0,70,0,622,560,4.67,133.12,0.01
000771_03.txt,711,34,108,0,50,0,903,795,6.78,133.12,0.01
000772_00.txt,312,32,6,0,4,0,354,348,2.7,130.97,0.12
000772_01.txt,406,46,14,0,5,0,471,457,3.41,138.14,0.1
000772_02.txt,509,85,39,0,68,0,701,662,5.19,135.07,0.01
000772_03.txt,717,115,165,0,86,0,1083,918,7.84,138.14,0.01
000773_00.txt,168,32,12,0,4,0,216,204,1.7,126.86,0.12
000773_01.txt,274,23,24,0,1,0,322,298,2.08,154.86,0.5
000773_02.txt,511,80,74,0,27,0,692,618,4.88,141.71,0.02
000773_03.txt,829,83,117,0,39,0,1068,951,7.99,133.71,0.01
000775_00.txt,133,17,9,0,19,0,178,169,1.36,131.2,0.03
000775_01.txt,276,37,14,0,29,0,356,342,2.72,131.0,0.02
000775_02.txt,356,54,28,0,64,0,502,474,3.69,136.2,0.01
000775_03.txt,546,16,124,0,66,0,752,628,5.74,131.1,0.01
000776_00.txt,128,10,6,0,4,0,148,142,1.65,89.75,0.12
000776_01.txt,128,10,14,0,36,0,188,174,2.09,89.75,0.01
000776_02.txt,183,32,27,0,36,0,278,251,3.1,89.75,0.01
000776_03.txt,232,1,127,0,49,0,409,282,4.57,89.49,0.01
000777_00.txt,171,18,6,0,11,0,206,200,1.51,136.0,0.05
000777_01.txt,261,54,34,0,20,0,369,335,2.49,148.0,0.03
000777_02.txt,276,87,63,0,8,0,434,371,2.54,170.67,0.06
000777_03.txt,647,71,116,0,42,0,876,760,6.14,142.67,0.01
000777_04.txt,250,32,102,0,10,0,394,292,2.25,175.0,0.05
000778_00.txt,176,16,5,0,3,0,200,195,1.39,144.0,0.17
000778_01.txt,230,39,28,0,26,0,323,295,2.14,150.86,0.02
000778_02.txt,234,67,41,0,5,0,347,306,2.47,140.57,0.1
000778_03.txt,420,103,85,0,6,0,614,529,4.32,142.29,0.08
000779_00.txt,323,51,12,0,14,0,400,388,2.24,178.8,0.04
000779_01.txt,383,74,20,0,10,0,487,467,2.6,187.2,0.05
000779_02.txt,601,78,85,0,20,0,784,699,4.51,173.7,0.03
000779_03.txt,928,55,156,0,45,0,1184,1028,7.25,163.27,0.01
000781_00.txt,147,16,4,0,3,0,170,166,1.4,121.67,0.17
000781_01.txt,254,18,15,0,5,0,292,277,2.16,135.0,0.1
000781_02.txt,305,43,56,0,37,0,441,385,3.04,145.0,0.01
000781_03.txt,529,36,66,0,37,0,668,602,3.93,170.0,0.01
000782_00.txt,227,10,10,0,8,0,255,245,1.89,134.67,0.06
000782_01.txt,329,26,13,0,23,0,391,378,2.82,138.67,0.02
000782_02.txt,522,83,63,0,19,0,687,624,5.11,134.5,0.03
000782_03.txt,509,45,103,0,32,0,689,586,4.4,156.42,0.02
000786_00.txt,216,8,4,0,4,0,232,228,1.67,138.95,0.12
000786_01.txt,231,43,13,0,5,0,292,279,2.01,145.26,0.1
000786_02.txt,375,30,48,0,5,0,458,410,3.16,144.87,0.1
000786_03.txt,310,45,170,0,2,0,527,357,3.81,138.49,0.25
000787_00.txt,86,7,2,0,3,0,98,96,1.07,91.64,0.17
000787_01.txt,177,18,11,0,6,0,212,201,2.33,91.09,0.08
000787_02.txt,176,17,17,0,5,0,215,198,2.14,100.36,0.1
000787_03.txt,287,10,59,0,3,0,359,300,3.83,93.82,0.17
000789_00.txt,175,12,7,0,6,0,200,193,1.72,116.04,0.08
000789_01.txt,307,27,21,0,24,0,379,358,3.4,111.43,0.02
000789_02.txt,294,55,32,0,26,0,407,375,3.37,120.66,0.02
000789_03.txt,387,40,126,0,39,0,592,466,4.54,130.38,0.01
000790_00.txt,138,10,2,0,4,0,154,152,1.64,93.99,0.12
000790_01.txt,220,19,7,0,6,0,252,245,2.68,93.99,0.08
000790_02.txt,249,44,34,0,20,0,347,313,3.7,93.88,0.03
000790_03.txt,352,12,91,0,4,0,459,368,4.89,93.88,0.12
000790_04.txt,465,3,62,0,22,0,552,490,5.88,93.83,0.02
000791_00.txt,228,9,6,0,10,0,253,247,1.79,141.48,0.05
000791_01.txt,314,36,4,0,18,0,372,368,2.66,140.0,0.03
000791_02.txt,444,45,72,0,30,0,591,519,4.17,141.85,0.02
000791_03.txt,555,12,161,0,26,0,754,593,5.41,139.26,0.02
000792_00.txt,173,16,5,0,6,0,200,195,1.49,134.4,0.08
000792_01.txt,304,31,39,0,31,0,405,366,2.96,136.8,0.02
000792_02.txt,386,57,21,0,10,0,474,453,3.05,155.4,0.05
000792_03.txt,483,48,138,0,2,0,671,533,4.76,141.0,0.25
000792_04.txt,563,43,105,0,27,0,738,633,5.17,142.8,0.02
000793_00.txt,189,15,6,0,7,0,217,211,1.46,148.8,0.07
000793_01.txt,313,22,10,0,22,0,367,357,2.55,144.0,0.02
000793_02.txt,355,61,63,0,17,0,496,433,3.22,154.0,0.03
000793_03.txt,566,43,117,0,4,0,730,613,5.06,144.4,0.12
000793_04.txt,661,57,110,0,11,0,839,729,5.81,144.4,0.05
000794_00.txt,139,18,8,0,6,0,171,163,1.27,134.84,0.08
000794_01.txt,272,30,24,0,24,0,350,326,2.6,134.49,0.02
000794_02.txt,337,72,44,0,14,0,467,423,3.46,134.84,0.04
000794_03.txt,555,64,85,0,41,0,745,660,5.53,134.66,0.01
000796_00.txt,192,31,6,0,23,0,252,246,1.98,127.54,0.02
000796_01.txt,379,30,16,0,26,0,451,435,2.94,153.62,0.02
000796_02.txt,424,86,51,0,20,0,581,530,4.4,132.17,0.03
000796_03.txt,754,74,97,0,50,0,975,878,7.38,132.17,0.01
000797_00.txt,241,19,12,0,13,0,285,273,2.24,127.14,0.04
000797_01.txt,318,39,23,0,17,0,397,374,2.94,134.92,0.03
000797_02.txt,534,53,82,0,32,0,701,619,5.1,137.51,0.02
000797_03.txt,875,46,70,0,45,0,1036,966,7.91,131.03,0.01
000798_00.txt,255,40,15,0,7,0,317,302,2.11,150.48,0.07
000798_01.txt,401,35,13,0,37,0,486,473,3.3,147.1,0.01
000798_02.txt,418,34,92,0,50,0,594,502,4.04,147.1,0.01
000798_03.txt,740,33,155,0,34,0,962,807,7.39,130.22,0.01
000799_00.txt,266,12,11,0,13,0,302,291,2.12,142.49,0.04
000799_01.txt,505,24,24,0,36,0,589,565,3.53,166.77,0.01
000799_02.txt,576,55,64,0,32,0,727,663,4.68,155.36,0.02
000799_03.txt,835,12,191,0,63,0,1101,910,6.95,158.51,0.01
000799_04.txt,857,19,211,0,90,0,1177,966,7.64,153.97,0.01
000800_00.txt,146,16,6,0,4,0,172,166,1.51,114.21,0.12
000800_01.txt,230,24,6,0,2,0,262,256,1.91,137.38,0.25
000800_02.txt,279,69,65,0,1,0,414,349,2.41,172.14,0.5
000800_03.txt,525,67,37,0,23,0,652,615,3.99,163.45,0.02
000801_00.txt,259,14,6,0,4,0,283,277,1.91,147.89,0.12
000801_01.txt,391,20,15,0,20,0,446,431,2.85,156.32,0.03
000801_02.txt,495,77,26,0,2,0,600,574,3.78,158.59,0.25
000801_03.txt,568,70,125,0,17,0,780,655,5.13,152.15,0.03
000802_00.txt,161,17,9,0,6,0,193,184,1.38,139.69,0.08
000802_01.txt,229,19,20,0,15,0,283,263,2.03,139.69,0.03
000802_02.txt,277,37,28,0,37,0,379,351,2.72,139.45,0.01
000802_03.txt,338,12,150,0,39,0,539,389,3.69,146.02,0.01
000803_00.txt,235,16,5,0,4,0,260,255,2.21,117.45,0.12
000803_01.txt,392,33,16,0,2,0,443,427,3.41,129.89,0.25
000803_02.txt,392,65,81,0,11,0,549,468,4.64,118.4,0.05
000803_03.txt,819,28,49,0,2,0,898,849,7.11,126.38,0.25
000803_04.txt,806,22,45,0,2,0,875,830,6.86,127.5,0.25
000804_00.txt,197,20,3,0,4,0,224,221,1.11,201.5,0.12
000804_01.txt,272,30,6,0,12,0,320,314,1.59,201.5,0.04
000804_02.txt,304,48,32,0,39,0,423,391,1.81,234.0,0.01
000804_03.txt,585,26,43,0,8,0,662,619,3.13,211.5,0.06
000805_00.txt,280,4,4,0,8,0,296,292,2.26,131.2,0.06
000805_01.txt,316,34,4,0,26,0,380,376,2.9,131.2,0.02
000805_02.txt,361,98,48,0,28,0,535,487,4.08,131.2,0.02
000805_03.txt,658,40,71,0,47,0,816,745,6.26,130.4,0.01
000806_00.txt,205,22,10,0,9,0,246,236,1.71,144.0,0.06
000806_01.txt,338,42,13,0,26,0,419,406,2.91,144.0,0.02
000806_02.txt,415,75,50,0,20,0,560,510,3.89,144.0,0.03
000806_03.txt,515,11,162,0,5,0,693,531,4.81,144.0,0.1
000806_04.txt,468,82,97,0,48,0,695,598,4.83,144.0,0.01
000807_00.txt,278,2,6,0,3,0,289,283,1.74,165.71,0.17
000807_01.txt,283,19,10,0,6,0,318,308,2.0,158.86,0.08
000807_02.txt,357,68,31,0,6,0,462,431,2.97,155.43,0.08
000807_03.txt,589,64,95,0,23,0,771,676,5.53,139.43,0.02
000809_00.txt,179,14,8,0,3,0,204,196,1.62,126.17,0.17
000809_01.txt,318,17,2,0,4,0,341,339,2.7,126.17,0.12
000809_02.txt,344,77,26,0,8,0,455,429,3.64,125.1,0.06
000809_03.txt,472,40,73,0,2,0,587,514,4.65,126.17,0.25
000809_04.txt,553,16,109,0,9,0,687,578,5.45,126.17,0.06
000810_00.txt,209,1,5,0,7,0,222,217,1.8,123.0,0.07
000810_01.txt,260,16,12,0,10,0,298,286,2.39,124.5,0.05
000810_02.txt,320,57,14,0,1,0,392,378,2.87,136.5,0.5
000810_03.txt,501,21,108,0,12,0,642,534,5.28,121.5,0.04
000811_00.txt,224,8,6,0,4,0,242,236,1.68,144.0,0.12
000811_01.txt,282,18,12,0,12,0,324,312,2.25,144.0,0.04
000811_02.txt,312,72,52,0,13,0,449,397,2.98,150.43,0.04
000811_03.txt,541,66,126,0,16,0,749,623,5.16,145.29,0.03
000812_00.txt,313,16,4,0,8,0,341,337,2.62,130.37,0.06
000812_01.txt,375,27,35,0,32,0,469,434,3.39,138.15,0.02
000812_02.txt,539,74,78,0,44,0,735,657,5.11,143.7,0.01
000812_03.txt,793,51,81,0,83,0,1008,927,7.01,143.7,0.01
000812_04.txt,906,83,77,0,71,0,1137,1060,7.91,143.7,0.01
000815_00.txt,125,16,8,0,4,0,153,145,1.41,108.63,0.12
000815_01.txt,211,25,18,0,7,0,261,243,1.7,153.32,0.07
000815_02.txt,297,38,63,0,22,0,420,357,3.0,140.21,0.02
000815_03.txt,384,23,118,0,35,0,560,442,3.24,173.05,0.01
000816_00.txt,186,13,5,0,11,0,215,210,1.58,136.4,0.05
000816_01.txt,307,20,11,0,58,0,396,385,2.87,137.79,0.01
000816_02.txt,340,62,59,0,49,0,510,451,3.9,130.81,0.01
000816_03.txt,459,31,105,0,11,0,606,501,4.39,138.14,0.05
000816_04.txt,469,27,113,0,185,0,794,681,6.14,129.42,0.0
000817_00.txt,192,18,4,0,17,0,231,227,1.65,140.0,0.03
000817_01.txt,336,56,12,0,25,0,429,417,2.83,151.43,0.02
000817_02.txt,408,63,50,0,48,0,569,519,3.48,163.57,0.01
000817_03.txt,600,26,159,0,53,0,838,679,5.78,145.0,0.01
000818_00.txt,209,9,12,0,4,0,234,222,1.26,186.29,0.12
000818_01.txt,364,22,22,0,8,0,416,394,2.19,189.71,0.06
000818_02.txt,475,49,29,0,32,0,585,556,2.67,219.05,0.02
000818_03.txt,643,24,61,0,1,0,729,668,4.09,178.29,0.5
000818_04.txt,535,78,106,0,15,0,734,628,4.09,179.43,0.03
000819_00.txt,168,15,14,0,6,0,203,189,1.51,134.03,0.08
000819_01.txt,269,25,17,0,8,0,319,302,2.38,134.03,0.06
000819_02.txt,418,81,24,0,37,0,560,536,4.18,134.03,0.01
000819_03.txt,552,86,104,0,58,0,800,696,6.02,132.86,0.01
000820_00.txt,215,23,14,0,8,0,260,246,1.95,133.33,0.06
000820_01.txt,282,68,18,0,15,0,383,365,2.39,160.0,0.03
000820_02.txt,186,143,47,0,22,0,398,351,2.53,157.33,0.02
000820_03.txt,576,61,172,0,35,0,844,672,5.06,166.67,0.01
000820_04.txt,711,63,155,0,18,0,947,792,6.45,146.72,0.03
000821_00.txt,173,21,10,0,7,0,211,201,1.5,140.55,0.07
000821_01.txt,274,28,20,0,6,0,328,308,2.15,152.49,0.08
000821_02.txt,421,56,40,0,3,0,520,480,3.24,160.61,0.17
000821_03.txt,636,21,130,0,30,0,817,687,5.18,157.79,0.02
000822_00.txt,142,7,11,0,6,0,166,155,1.33,124.71,0.08
000822_01.txt,215,8,19,0,8,0,250,231,1.83,136.71,0.06
000822_02.txt,314,40,34,0,18,0,406,372,3.1,130.93,0.03
000822_03.txt,483,27,42,0,23,0,575,533,4.57,125.79,0.02
000823_00.txt,220,56,12,0,7,0,295,283,1.65,178.7,0.07
000823_01.txt,384,27,22,0,1,0,434,412,2.44,177.65,0.5
000823_02.txt,501,45,60,0,10,0,616,556,3.8,162.26,0.05
000823_03.txt,698,60,110,0,61,0,929,819,6.36,146.02,0.01
000825_00.txt,257,13,14,0,17,0,301,287,2.27,132.36,0.03
000825_01.txt,304,64,23,0,16,0,407,384,2.71,150.18,0.03
000825_02.txt,496,47,73,0,54,0,670,597,5.01,133.82,0.01
000825_03.txt,1053,13,85,0,39,0,1190,1105,8.89,133.82,0.01
000825_04.txt,1007,43,71,0,46,0,1167,1096,8.72,133.82,0.01
000826_00.txt,132,7,5,0,2,0,146,141,1.35,107.87,0.25
000826_01.txt,263,8,17,0,6,0,294,277,2.42,121.35,0.08
000826_02.txt,285,33,50,0,10,0,378,328,2.64,143.26,0.05
000826_03.txt,414,12,87,0,4,0,517,430,4.38,118.06,0.12
000826_04.txt,454,34,94,0,18,0,600,506,5.26,113.99,0.03
000827_00.txt,87,14,6,0,2,0,109,103,1.24,88.0,0.25
000827_01.txt,152,17,15,0,12,0,196,181,1.94,100.8,0.04
000827_02.txt,247,16,40,0,11,0,314,274,3.07,102.4,0.05
000827_03.txt,276,15,75,0,6,0,372,297,4.31,86.4,0.08
000827_04.txt,249,36,70,0,13,0,368,298,3.59,102.4,0.04
000829_00.txt,213,23,7,0,8,0,251,244,1.76,142.38,0.06
000829_01.txt,405,14,24,0,4,0,447,423,3.06,146.27,0.12
000829_02.txt,544,35,40,0,17,0,636,596,4.1,155.19,0.03
000829_03.txt,769,18,166,0,15,0,968,802,6.76,143.19,0.03
000830_00.txt,168,12,8,0,5,0,193,185,1.02,188.62,0.1
000830_01.txt,345,17,19,0,14,0,395,376,2.54,155.62,0.04
000830_02.txt,441,67,35,0,15,0,558,523,3.81,146.53,0.03
000830_03.txt,635,14,109,0,10,0,768,659,5.36,143.16,0.05
000830_04.txt,801,23,76,0,53,0,953,877,6.49,146.81,0.01
000831_00.txt,197,7,8,0,3,0,215,207,1.44,149.37,0.17
000831_01.txt,356,23,9,0,5,0,393,384,2.72,144.34,0.1
000831_02.txt,386,69,32,0,10,0,497,465,3.44,144.34,0.05
000831_03.txt,512,33,129,0,5,0,679,550,4.7,144.34,0.1
000831_04.txt,612,23,144,0,4,0,783,639,5.42,144.34,0.12
000832_00.txt,145,14,5,0,3,0,167,162,1.35,123.75,0.17
000832_01.txt,295,11,5,0,2,0,313,308,2.49,125.62,0.25
000832_02.txt,268,38,38,0,20,0,364,326,2.9,125.62,0.03
000832_03.txt,505,54,68,0,4,0,631,563,5.02,125.62,0.12
000833_00.txt,185,17,8,0,3,0,213,205,1.64,130.0,0.17
000833_01.txt,476,35,18,0,4,0,533,515,3.96,134.62,0.12
000833_02.txt,657,88,48,0,19,0,812,764,6.14,132.31,0.03
000833_03.txt,938,35,62,0,22,0,1057,995,7.96,132.75,0.02
000833_04.txt,836,104,102,0,15,0,1057,955,7.8,135.44,0.03
000834_00.txt,257,29,15,0,6,0,307,292,1.87,164.13,0.08
000834_01.txt,482,63,10,0,13,0,568,558,3.73,152.4,0.04
000834_02.txt,605,72,119,0,49,0,845,726,5.86,144.17,0.01
000834_03.txt,1015,98,116,0,77,0,1306,1190,9.09,143.65,0.01
000834_04.txt,1163,72,89,0,15,0,1339,1250,9.36,143.04,0.03
000835_00.txt,126,12,8,0,6,0,152,144,1.05,144.36,0.08
000835_01.txt,277,26,28,0,11,0,342,314,2.38,143.91,0.05
000835_02.txt,275,38,43,0,14,0,370,327,2.54,145.71,0.04
000835_03.txt,195,0,211,0,7,0,413,202,2.62,157.89,0.07
000836_00.txt,171,14,13,0,4,0,202,189,1.28,157.33,0.12
000836_01.txt,319,56,25,0,4,0,404,379,2.6,155.33,0.12
000836_02.txt,507,76,43,0,11,0,637,594,4.28,148.92,0.05
000836_03.txt,755,92,75,0,11,0,933,858,6.49,143.83,0.05
000837_00.txt,126,10,7,0,2,0,145,138,0.83,174.36,0.25
000837_01.txt,195,47,10,0,4,0,256,246,1.72,148.92,0.12
000837_02.txt,305,52,24,0,21,0,402,378,2.71,148.37,0.02
000837_03.txt,366,7,80,0,28,0,481,401,3.24,148.37,0.02
000838_00.txt,141,10,8,0,6,0,165,157,1.23,134.4,0.08
000838_01.txt,331,19,27,0,4,0,381,354,2.58,147.6,0.12
000838_02.txt,401,89,41,0,30,0,561,520,3.65,153.6,0.02
000838_03.txt,472,42,144,0,8,0,666,522,4.99,133.43,0.06
000838_04.txt,590,87,125,0,51,0,853,728,5.69,150.0,0.01
000839_00.txt,164,14,9,0,5,0,192,183,0.88,219.0,0.1
000839_01.txt,331,21,26,0,8,0,386,360,2.28,169.33,0.06
000839_02.txt,410,66,59,0,54,0,589,530,3.42,172.33,0.01
000839_03.txt,755,23,168,0,25,0,971,803,6.72,144.44,0.02
000840_00.txt,197,11,3,0,15,0,226,223,1.74,129.69,0.03
000840_01.txt,399,36,10,0,3,0,448,438,3.14,142.55,0.17
000840_02.txt,528,56,34,0,44,0,662,628,5.13,128.94,0.01
000840_03.txt,852,26,91,0,60,0,1029,938,7.98,128.94,0.01
000841_00.txt,150,13,5,0,8,0,176,171,1.51,116.76,0.06
000841_01.txt,234,17,15,0,8,0,274,259,2.33,117.84,0.06
000841_02.txt,432,46,35,0,18,0,531,496,3.89,136.62,0.03
000841_03.txt,553,39,79,0,39,0,710,631,5.54,128.24,0.01
