filename,numberOfTapNotes,numberOfHoldNotes,numberOfSlideNotes,numberOfTouchNotes,numberOfBreakNotes,numberOfExNotes,numberOfTotalNotes,numberOfAllTapNotes,Density,totalPlayerLength,breakScoreValue
000765_00.txt,175,28,4,0,9,0,216,212,3.37,64.11,0.06
000765_01.txt,243,56,19,0,21,0,339,320,6.21,54.63,0.02
000765_02.txt,312,60,23,0,30,0,425,402,8.49,50.05,0.02
000765_03.txt,467,42,82,0,42,0,633,551,20.83,30.39,0.01
000766_00.txt,205,4,2,0,8,0,219,217,4.29,51.0,0.06
000766_01.txt,235,47,18,0,18,0,318,300,7.1,44.81,0.03
000766_02.txt,336,60,37,0,10,0,443,406,16.88,26.25,0.05
000766_03.txt,659,18,89,0,11,0,777,688,45.79,16.97,0.05
000767_00.txt,218,24,2,0,5,0,249,247,3.75,66.33,0.1
000767_01.txt,354,55,14,0,24,0,447,433,8.5,52.61,0.02
000767_02.txt,425,78,30,0,13,0,546,516,12.8,42.66,0.04
000767_03.txt,689,62,135,0,32,0,918,783,43.21,21.24,0.02
000768_00.txt,195,38,5,0,21,0,259,254,3.59,72.13,0.02
000768_01.txt,345,46,15,0,26,0,432,417,8.27,52.21,0.02
000768_02.txt,347,90,69,0,28,0,534,465,10.8,49.43,0.02
000768_03.txt,515,68,93,0,23,0,699,606,17.8,39.26,0.02
000769_00.txt,188,40,8,0,11,0,247,239,3.51,70.28,0.05
000769_01.txt,270,48,9,0,25,0,352,343,5.51,63.89,0.02
000769_02.txt,378,63,53,0,36,0,530,477,10.48,50.56,0.01
000769_03.txt,538,40,110,0,99,0,787,677,26.43,29.78,0.01
000770_00.txt,153,79,4,0,4,0,240,236,3.96,60.67,0.12
000770_01.txt,268,69,19,0,32,0,388,369,7.1,54.67,0.02
000770_02.txt,271,161,45,0,60,0,537,492,12.2,44.0,0.01
000770_03.txt,477,106,117,0,18,0,718,601,27.53,26.08,0.03
000771_00.txt,241,28,7,0,5,0,281,274,5.28,53.25,0.1
000771_01.txt,346,29,16,0,12,0,403,387,8.96,45.0,0.04
000771_02.txt,435,55,62,0,70,0,622,560,21.13,29.44,0.01
000771_03.txt,711,34,108,0,50,0,903,795,40.67,22.2,0.01
000772_00.txt,312,32,6,0,4,0,354,348,5.4,65.62,0.12
000772_01.txt,406,46,14,0,5,0,471,457,7.67,61.39,0.1
000772_02.txt,509,85,39,0,68,0,701,662,15.27,45.92,0.01
000772_03.txt,717,115,165,0,86,0,1083,918,38.77,27.94,0.01
000773_00.txt,168,32,12,0,4,0,216,204,3.52,61.43,0.12
000773_01.txt,274,23,24,0,1,0,322,298,4.48,71.86,0.5
000773_02.txt,511,80,74,0,27,0,692,618,17.15,40.36,0.02
000773_03.txt,829,83,117,0,39,0,1068,951,35.25,30.3,0.01
000775_00.txt,133,17,9,0,19,0,178,169,2.78,64.0,0.03
000775_01.txt,276,37,14,0,29,0,356,342,6.79,52.4,0.02
000775_02.txt,356,54,28,0,64,0,502,474,15.59,32.2,0.01
000775_03.txt,546,16,124,0,66,0,752,628,34.81,21.6,0.01
000776_00.txt,128,10,6,0,4,0,148,142,3.62,40.86,0.12
000776_01.txt,128,10,14,0,36,0,188,174,5.53,33.97,0.01
000776_02.txt,183,32,27,0,36,0,278,251,9.49,29.29,0.01
000776_03.txt,232,1,127,0,49,0,409,282,15.96,25.62,0.01
000777_00.txt,171,18,6,0,11,0,206,200,3.23,63.83,0.05
000777_01.txt,261,54,34,0,20,0,369,335,5.81,63.5,0.03
000777_02.txt,276,87,63,0,8,0,434,371,9.75,44.5,0.06
000777_03.txt,647,71,116,0,42,0,876,760,33.78,25.93,0.01
000777_04.txt,250,32,102,0,10,0,394,292,16.08,24.51,0.05
000778_00.txt,176,16,5,0,3,0,200,195,3.05,65.57,0.17
000778_01.txt,230,39,28,0,26,0,323,295,5.05,63.96,0.02
000778_02.txt,234,67,41,0,5,0,347,306,6.5,53.36,0.1
000778_03.txt,420,103,85,0,6,0,614,529,27.49,22.34,0.08
000779_00.txt,323,51,12,0,14,0,400,388,5.68,70.43,0.04
000779_01.txt,383,74,20,0,10,0,487,467,8.6,56.6,0.05
000779_02.txt,601,78,85,0,20,0,784,699,16.89,46.43,0.03
000779_03.txt,928,55,156,0,45,0,1184,1028,40.06,29.55,0.01
000781_00.txt,147,16,4,0,3,0,170,166,2.68,63.33,0.17
000781_01.txt,254,18,15,0,5,0,292,277,7.77,37.6,0.1
000781_02.txt,305,43,56,0,37,0,441,385,16.45,26.81,0.01
000781_03.txt,529,36,66,0,37,0,668,602,33.26,20.09,0.01
000782_00.txt,227,10,10,0,8,0,255,245,4.3,59.33,0.06
000782_01.txt,329,26,13,0,23,0,391,378,8.75,44.67,0.02
000782_02.txt,522,83,63,0,19,0,687,624,25.13,27.33,0.03
000782_03.txt,509,45,103,0,32,0,689,586,20.83,33.08,0.02
000786_00.txt,216,8,4,0,4,0,232,228,4.32,53.68,0.12
000786_01.txt,231,43,13,0,5,0,292,279,5.49,53.16,0.1
000786_02.txt,375,30,48,0,5,0,458,410,14.19,32.28,0.1
000786_03.txt,310,45,170,0,2,0,527,357,16.18,32.57,0.25
000787_00.txt,86,7,2,0,3,0,98,96,2.46,39.82,0.17
000787_01.txt,177,18,11,0,6,0,212,201,6.94,30.55,0.08
000787_02.txt,176,17,17,0,5,0,215,198,9.33,23.05,0.1
000787_03.txt,287,10,59,0,3,0,359,300,22.7,15.82,0.17
000789_00.txt,175,12,7,0,6,0,200,193,4.16,48.13,0.08
000789_01.txt,307,27,21,0,24,0,379,358,7.96,47.64,0.02
000789_02.txt,294,55,32,0,26,0,407,375,11.33,35.93,0.02
000789_03.txt,387,40,126,0,39,0,592,466,29.44,20.11,0.01
000790_00.txt,138,10,2,0,4,0,154,152,3.69,41.75,0.12
000790_01.txt,220,19,7,0,6,0,252,245,6.94,36.29,0.08
000790_02.txt,249,44,34,0,20,0,347,313,15.32,22.66,0.03
000790_03.txt,352,12,91,0,4,0,459,368,30.39,15.1,0.12
000790_04.txt,465,3,62,0,22,0,552,490,58.47,9.44,0.02
000791_00.txt,228,9,6,0,10,0,253,247,4.52,55.93,0.05
000791_01.txt,314,36,4,0,18,0,372,368,7.82,47.59,0.03
000791_02.txt,444,45,72,0,30,0,591,519,15.64,37.78,0.02
000791_03.txt,555,12,161,0,26,0,754,593,24.64,30.6,0.02
000792_00.txt,173,16,5,0,6,0,200,195,2.95,67.8,0.08
000792_01.txt,304,31,39,0,31,0,405,366,6.05,66.9,0.02
000792_02.txt,386,57,21,0,10,0,474,453,8.78,54.0,0.05
000792_03.txt,483,48,138,0,2,0,671,533,19.28,34.8,0.25
000792_04.txt,563,43,105,0,27,0,738,633,29.08,25.38,0.02
000793_00.txt,189,15,6,0,7,0,217,211,3.52,61.6,0.07
000793_01.txt,313,22,10,0,22,0,367,357,7.0,52.4,0.02
000793_02.txt,355,61,63,0,17,0,496,433,13.63,36.4,0.03
000793_03.txt,566,43,117,0,4,0,730,613,30.04,24.3,0.12
000793_04.txt,661,57,110,0,11,0,839,729,48.54,17.28,0.05
000794_00.txt,139,18,8,0,6,0,171,163,2.38,71.98,0.08
000794_01.txt,272,30,24,0,24,0,350,326,5.45,64.2,0.02
000794_02.txt,337,72,44,0,14,0,467,423,12.54,37.24,0.04
000794_03.txt,555,64,85,0,41,0,745,660,27.92,26.69,0.01
000796_00.txt,192,31,6,0,23,0,252,246,3.59,70.14,0.02
000796_01.txt,379,30,16,0,26,0,451,435,9.26,48.7,0.02
000796_02.txt,424,86,51,0,20,0,581,530,14.43,40.27,0.03
000796_03.txt,754,74,97,0,50,0,975,878,40.06,24.34,0.01
000797_00.txt,241,19,12,0,13,0,285,273,5.92,48.16,0.04
000797_01.txt,318,39,23,0,17,0,397,374,8.68,45.73,0.03
000797_02.txt,534,53,82,0,32,0,701,619,28.6,24.51,0.02
000797_03.txt,875,46,70,0,45,0,1036,966,69.38,14.93,0.01
000798_00.txt,255,40,15,0,7,0,317,302,5.85,54.19,0.07
000798_01.txt,401,35,13,0,37,0,486,473,12.82,37.9,0.01
000798_02.txt,418,34,92,0,50,0,594,502,23.76,25.0,0.01
000798_03.txt,740,33,155,0,34,0,962,807,59.74,16.1,0.01
000799_00.txt,266,12,11,0,13,0,302,291,5.32,56.73,0.04
000799_01.txt,505,24,24,0,36,0,589,565,11.39,51.72,0.01
000799_02.txt,576,55,64,0,32,0,727,663,16.87,43.09,0.02
000799_03.txt,835,12,191,0,63,0,1101,910,33.3,33.06,0.01
000799_04.txt,857,19,211,0,90,0,1177,966,31.39,37.5,0.01
000800_00.txt,146,16,6,0,4,0,172,166,3.35,51.31,0.12
000800_01.txt,230,24,6,0,2,0,262,256,5.55,47.17,0.25
000800_02.txt,279,69,65,0,1,0,414,349,15.82,26.17,0.5
000800_03.txt,525,67,37,0,23,0,652,615,36.02,18.1,0.02
000801_00.txt,259,14,6,0,4,0,283,277,4.28,66.16,0.12
000801_01.txt,391,20,15,0,20,0,446,431,8.04,55.46,0.03
000801_02.txt,495,77,26,0,2,0,600,574,19.75,30.38,0.25
000801_03.txt,568,70,125,0,17,0,780,655,35.35,22.07,0.03
000802_00.txt,161,17,9,0,6,0,193,184,2.9,66.56,0.08
000802_01.txt,229,19,20,0,15,0,283,263,4.64,60.94,0.03
000802_02.txt,277,37,28,0,37,0,379,351,8.98,42.19,0.01
000802_03.txt,338,12,150,0,39,0,539,389,12.3,43.83,0.01
000803_00.txt,235,16,5,0,4,0,260,255,5.78,45.0,0.12
000803_01.txt,392,33,16,0,2,0,443,427,12.91,34.31,0.25
000803_02.txt,392,65,81,0,11,0,549,468,29.16,18.83,0.05
000803_03.txt,819,28,49,0,2,0,898,849,60.4,14.87,0.25
000803_04.txt,806,22,45,0,2,0,875,830,48.1,18.19,0.25
000804_00.txt,197,20,3,0,4,0,224,221,6.05,37.0,0.12
000804_01.txt,272,30,6,0,12,0,320,314,7.44,43.0,0.04
000804_02.txt,304,48,32,0,39,0,423,391,14.59,29.0,0.01
000804_03.txt,585,26,43,0,8,0,662,619,27.04,24.48,0.06
000805_00.txt,280,4,4,0,8,0,296,292,6.12,48.4,0.06
000805_01.txt,316,34,4,0,26,0,380,376,7.14,53.2,0.02
000805_02.txt,361,98,48,0,28,0,535,487,15.83,33.8,0.02
000805_03.txt,658,40,71,0,47,0,816,745,68.96,11.83,0.01
000806_00.txt,205,22,10,0,9,0,246,236,3.61,68.23,0.06
000806_01.txt,338,42,13,0,26,0,419,406,7.19,58.29,0.02
000806_02.txt,415,75,50,0,20,0,560,510,13.9,40.29,0.03
000806_03.txt,515,11,162,0,5,0,693,531,18.85,36.77,0.1
000806_04.txt,468,82,97,0,48,0,695,598,19.73,35.23,0.01
000807_00.txt,278,2,6,0,3,0,289,283,6.48,44.57,0.17
000807_01.txt,283,19,10,0,6,0,318,308,7.42,42.86,0.08
000807_02.txt,357,68,31,0,6,0,462,431,11.59,39.86,0.08
000807_03.txt,589,64,95,0,23,0,771,676,27.87,27.67,0.02
000809_00.txt,179,14,8,0,3,0,204,196,4.11,49.62,0.17
000809_01.txt,318,17,2,0,4,0,341,339,7.52,45.36,0.12
000809_02.txt,344,77,26,0,8,0,455,429,12.67,35.91,0.06
000809_03.txt,472,40,73,0,2,0,587,514,22.38,26.23,0.25
000809_04.txt,553,16,109,0,9,0,687,578,27.43,25.04,0.06
000810_00.txt,209,1,5,0,7,0,222,217,4.7,47.25,0.07
000810_01.txt,260,16,12,0,10,0,298,286,6.73,44.25,0.05
000810_02.txt,320,57,14,0,1,0,392,378,14.52,27.0,0.5
000810_03.txt,501,21,108,0,12,0,642,534,39.28,16.34,0.04
000811_00.txt,224,8,6,0,4,0,242,236,4.41,54.86,0.12
000811_01.txt,282,18,12,0,12,0,324,312,5.77,56.14,0.04
000811_02.txt,312,72,52,0,13,0,449,397,13.88,32.36,0.04
000811_03.txt,541,66,126,0,16,0,749,623,26.13,28.66,0.03
000812_00.txt,313,16,4,0,8,0,341,337,7.94,42.96,0.06
000812_01.txt,375,27,35,0,32,0,469,434,9.65,48.61,0.02
000812_02.txt,539,74,78,0,44,0,735,657,37.8,19.44,0.01
000812_03.txt,793,51,81,0,83,0,1008,927,64.8,15.56,0.01
000812_04.txt,906,83,77,0,71,0,1137,1060,87.4,13.01,0.01
000815_00.txt,125,16,8,0,4,0,153,145,2.58,59.37,0.12
000815_01.txt,211,25,18,0,7,0,261,243,5.35,48.79,0.07
000815_02.txt,297,38,63,0,22,0,420,357,13.64,30.79,0.02
000815_03.txt,384,23,118,0,35,0,560,442,19.67,28.47,0.01
000816_00.txt,186,13,5,0,11,0,215,210,4.0,53.72,0.05
000816_01.txt,307,20,11,0,58,0,396,385,8.05,49.19,0.01
000816_02.txt,340,62,59,0,49,0,510,451,12.5,40.81,0.01
000816_03.txt,459,31,105,0,11,0,606,501,17.77,34.1,0.05
000816_04.txt,469,27,113,0,185,0,794,681,25.36,31.31,0.0
000817_00.txt,192,18,4,0,17,0,231,227,3.28,70.36,0.03
000817_01.txt,336,56,12,0,25,0,429,417,8.7,49.29,0.02
000817_02.txt,408,63,50,0,48,0,569,519,14.62,38.93,0.01
000817_03.txt,600,26,159,0,53,0,838,679,32.29,25.95,0.01
000818_00.txt,209,9,12,0,4,0,234,222,3.25,72.0,0.12
000818_01.txt,364,22,22,0,8,0,416,394,7.08,58.76,0.06
000818_02.txt,475,49,29,0,32,0,585,556,16.34,35.81,0.02
000818_03.txt,643,24,61,0,1,0,729,668,35.11,20.76,0.5
000818_04.txt,535,78,106,0,15,0,734,628,29.99,24.48,0.03
000819_00.txt,168,15,14,0,6,0,203,189,2.99,67.79,0.08
000819_01.txt,269,25,17,0,8,0,319,302,6.71,47.53,0.06
000819_02.txt,418,81,24,0,37,0,560,536,24.47,22.89,0.01
000819_03.txt,552,86,104,0,58,0,800,696,41.48,19.29,0.01
000820_00.txt,215,23,14,0,8,0,260,246,4.03,64.5,0.06
000820_01.txt,282,68,18,0,15,0,383,365,7.44,51.5,0.03
000820_02.txt,186,143,47,0,22,0,398,351,11.37,35.0,0.02
000820_03.txt,576,61,172,0,35,0,844,672,42.73,19.75,0.01
000820_04.txt,711,63,155,0,18,0,947,792,37.12,25.51,0.03
000821_00.txt,173,21,10,0,7,0,211,201,3.21,65.64,0.07
000821_01.txt,274,28,20,0,6,0,328,308,5.14,63.81,0.08
000821_02.txt,421,56,40,0,3,0,520,480,13.76,37.79,0.17
000821_03.txt,636,21,130,0,30,0,817,687,31.6,25.86,0.02
000822_00.txt,142,7,11,0,6,0,166,155,3.28,50.61,0.08
000822_01.txt,215,8,19,0,8,0,250,231,5.12,48.86,0.06
000822_02.txt,314,40,34,0,18,0,406,372,15.03,27.02,0.03
000822_03.txt,483,27,42,0,23,0,575,533,22.74,25.29,0.02
000823_00.txt,220,56,12,0,7,0,295,283,5.24,56.35,0.07
000823_01.txt,384,27,22,0,1,0,434,412,8.8,49.3,0.5
000823_02.txt,501,45,60,0,10,0,616,556,14.01,43.96,0.05
000823_03.txt,698,60,110,0,61,0,929,819,28.02,33.15,0.01
000825_00.txt,257,13,14,0,17,0,301,287,5.46,55.09,0.03
000825_01.txt,304,64,23,0,16,0,407,384,8.74,46.55,0.03
000825_02.txt,496,47,73,0,54,0,670,597,21.18,31.64,0.01
000825_03.txt,1053,13,85,0,39,0,1190,1105,78.15,15.23,0.01
000825_04.txt,1007,43,71,0,46,0,1167,1096,70.37,16.58,0.01
000826_00.txt,132,7,5,0,2,0,146,141,2.66,54.94,0.25
000826_01.txt,263,8,17,0,6,0,294,277,6.87,42.81,0.08
000826_02.txt,285,33,50,0,10,0,378,328,9.23,40.96,0.05
000826_03.txt,414,12,87,0,4,0,517,430,19.6,26.38,0.12
000826_04.txt,454,34,94,0,18,0,600,506,26.11,22.98,0.03
000827_00.txt,87,14,6,0,2,0,109,103,2.11,51.6,0.25
000827_01.txt,152,17,15,0,12,0,196,181,5.08,38.6,0.04
000827_02.txt,247,16,40,0,11,0,314,274,12.76,24.6,0.05
000827_03.txt,276,15,75,0,6,0,372,297,19.68,18.9,0.08
000827_04.txt,249,36,70,0,13,0,368,298,19.37,19.0,0.04
000829_00.txt,213,23,7,0,8,0,251,244,3.39,73.95,0.06
000829_01.txt,405,14,24,0,4,0,447,423,7.37,60.65,0.12
000829_02.txt,544,35,40,0,17,0,636,596,22.22,28.62,0.03
000829_03.txt,769,18,166,0,15,0,968,802,44.88,21.57,0.03
000830_00.txt,168,12,8,0,5,0,193,185,4.32,44.62,0.1
000830_01.txt,345,17,19,0,14,0,395,376,9.66,40.88,0.04
000830_02.txt,441,67,35,0,15,0,558,523,28.48,19.59,0.03
000830_03.txt,635,14,109,0,10,0,768,659,47.91,16.03,0.05
000830_04.txt,801,23,76,0,53,0,953,877,59.68,15.97,0.01
000831_00.txt,197,7,8,0,3,0,215,207,3.69,58.32,0.17
000831_01.txt,356,23,9,0,5,0,393,384,8.14,48.25,0.1
000831_02.txt,386,69,32,0,10,0,497,465,14.06,35.35,0.05
000831_03.txt,512,33,129,0,5,0,679,550,26.71,25.42,0.1
000831_04.txt,612,23,144,0,4,0,783,639,27.66,28.3,0.12
000832_00.txt,145,14,5,0,3,0,167,162,2.97,56.25,0.17
000832_01.txt,295,11,5,0,2,0,313,308,8.35,37.5,0.25
000832_02.txt,268,38,38,0,20,0,364,326,11.5,31.64,0.03
000832_03.txt,505,54,68,0,4,0,631,563,46.82,13.48,0.12
000833_00.txt,185,17,8,0,3,0,213,205,3.39,62.75,0.17
000833_01.txt,476,35,18,0,4,0,533,515,10.88,49.0,0.12
000833_02.txt,657,88,48,0,19,0,812,764,26.32,30.85,0.03
000833_03.txt,938,35,62,0,22,0,1057,995,51.53,20.51,0.02
000833_04.txt,836,104,102,0,15,0,1057,955,39.76,26.58,0.03
000834_00.txt,257,29,15,0,6,0,307,292,6.1,50.37,0.08
000834_01.txt,482,63,10,0,13,0,568,558,19.78,28.72,0.04
000834_02.txt,605,72,119,0,49,0,845,726,44.02,19.2,0.01
000834_03.txt,1015,98,116,0,77,0,1306,1190,62.01,21.06,0.01
000834_04.txt,1163,72,89,0,15,0,1339,1250,69.39,19.3,0.03
000835_00.txt,126,12,8,0,6,0,152,144,2.02,75.34,0.08
000835_01.txt,277,26,28,0,11,0,342,314,8.52,40.15,0.05
000835_02.txt,275,38,43,0,14,0,370,327,9.76,37.89,0.04
000835_03.txt,195,0,211,0,7,0,413,202,9.64,42.86,0.07
000836_00.txt,171,14,13,0,4,0,202,189,2.81,72.0,0.12
000836_01.txt,319,56,25,0,4,0,404,379,7.97,50.67,0.12
000836_02.txt,507,76,43,0,11,0,637,594,28.45,22.39,0.05
000836_03.txt,755,92,75,0,11,0,933,858,56.36,16.56,0.05
000837_00.txt,126,10,7,0,2,0,145,138,4.47,32.45,0.25
000837_01.txt,195,47,10,0,4,0,256,246,8.85,28.92,0.12
000837_02.txt,305,52,24,0,21,0,402,378,34.09,11.79,0.02
000837_03.txt,366,7,80,0,28,0,481,401,55.76,8.63,0.02
000838_00.txt,141,10,8,0,6,0,165,157,2.32,71.1,0.08
000838_01.txt,331,19,27,0,4,0,381,354,6.76,56.4,0.12
000838_02.txt,401,89,41,0,30,0,561,520,15.78,35.55,0.02
000838_03.txt,472,42,144,0,8,0,666,522,23.68,28.12,0.06
000838_04.txt,590,87,125,0,51,0,853,728,36.05,23.66,0.01
000839_00.txt,164,14,9,0,5,0,192,183,3.29,58.33,0.1
000839_01.txt,331,21,26,0,8,0,386,360,8.27,46.67,0.06
000839_02.txt,410,66,59,0,54,0,589,530,18.68,31.53,0.01
000839_03.txt,755,23,168,0,25,0,971,803,47.46,20.46,0.02
000840_00.txt,197,11,3,0,15,0,226,223,3.74,60.37,0.03
000840_01.txt,399,36,10,0,3,0,448,438,10.5,42.67,0.17
000840_02.txt,528,56,34,0,44,0,662,628,31.03,21.34,0.01
000840_03.txt,852,26,91,0,60,0,1029,938,70.5,14.6,0.01
000841_00.txt,150,13,5,0,8,0,176,171,2.42,72.7,0.06
000841_01.txt,234,17,15,0,8,0,274,259,4.74,57.84,0.06
000841_02.txt,432,46,35,0,18,0,531,496,14.17,37.48,0.03
000841_03.txt,553,39,79,0,39,0,710,631,29.22,24.3,0.01
000842_00.txt,120,18,5,0,5,0,148,143,1.95,75.81,0.1
000842_01.txt,239,23,13,0,12,0,287,274,5.43,52.81,0.04
000842_02.txt,352,50,29,0,14,0,445,416,13.77,32.31,0.04
000842_03.txt,387,46,75,0,11,0,519,444,18.39,28.22,0.05
000844_00.txt,186,1,4,0,5,0,196,192,3.21,61.08,0.1
000844_01.txt,281,37,11,0,18,0,347,336,7.07,49.08,0.03
000844_02.txt,474,64,34,0,6,0,578,544,15.26,37.87,0.08
000844_03.txt,829,50,40,0,30,0,949,909,33.14,28.63,0.02
000847_00.txt,161,8,7,0,8,0,184,177,3.94,46.7,0.06
000847_01.txt,274,18,10,0,4,0,306,296,7.67,39.89,0.12
000847_02.txt,335,34,32,0,26,0,427,395,14.16,30.16,0.02
000847_03.txt,423,39,96,0,4,0,562,466,29.25,19.22,0.12
000848_00.txt,205,16,4,0,9,0,234,230,3.54,66.18,0.06
000848_01.txt,332,30,21,0,47,0,430,409,9.98,43.09,0.01
000848_02.txt,402,35,73,0,27,0,537,464,14.13,38.0,0.02
000848_03.txt,709,33,120,0,87,0,949,829,49.87,19.03,0.01
000849_00.txt,264,26,8,0,6,0,304,296,4.14,73.36,0.08
000849_01.txt,401,81,31,0,24,0,537,506,9.56,56.18,0.02
000849_02.txt,649,116,45,0,18,0,828,783,23.53,35.18,0.03
000849_03.txt,510,85,184,0,65,0,844,660,20.36,41.45,0.01
000850_00.txt,169,8,4,0,6,0,187,183,4.05,46.2,0.08
000850_01.txt,255,52,15,0,36,0,358,343,11.64,30.75,0.01
000850_02.txt,394,39,86,0,3,0,522,436,19.72,26.47,0.17
000850_03.txt,687,84,51,0,31,0,853,802,69.42,12.29,0.02
000852_00.txt,337,12,1,0,6,0,356,355,6.25,56.93,0.08
000852_01.txt,412,48,13,0,30,0,503,490,9.13,55.12,0.02
000852_02.txt,598,26,120,0,56,0,800,680,16.81,47.58,0.01
000852_03.txt,828,108,123,0,61,0,1120,997,37.82,29.62,0.01
000853_00.txt,142,9,5,0,6,0,162,157,3.02,53.68,0.08
000853_01.txt,248,5,19,0,4,0,276,257,6.6,41.84,0.12
000853_02.txt,384,30,37,0,14,0,465,428,14.7,31.63,0.04
000853_03.txt,540,19,120,0,18,0,697,577,37.28,18.7,0.03
001020_00.txt,101,11,11,0,2,0,125,114,1.81,69.09,0.25
001020_01.txt,326,22,14,0,14,0,376,362,8.51,44.18,0.04
001020_02.txt,390,86,58,0,24,0,558,500,24.36,22.91,0.02
001020_03.txt,641,48,84,0,8,0,781,697,41.04,19.03,0.06
001051_00.txt,112,32,13,0,6,0,163,150,1.7,95.83,0.08
001051_01.txt,313,12,38,0,11,0,374,336,7.85,47.67,0.05
001051_02.txt,416,69,42,0,10,0,537,495,20.2,26.58,0.05
001051_03.txt,744,53,84,0,16,0,897,813,38.55,23.27,0.03
001081_00.txt,140,5,4,0,11,0,160,156,2.53,63.18,0.05
001081_01.txt,232,23,8,0,12,0,275,267,6.17,44.55,0.04
001081_02.txt,365,74,33,0,16,0,488,455,18.59,26.25,0.03
001081_03.txt,389,6,199,0,38,0,632,433,27.81,22.73,0.01
001085_00.txt,212,12,4,0,12,1,240,236,1.18,203.08,0.04
001085_01.txt,380,30,18,0,16,0,444,426,2.77,160.01,0.03
001085_02.txt,559,71,65,0,23,0,718,653,9.33,76.98,0.02
001085_03.txt,847,66,114,0,49,0,1076,962,20.78,51.77,0.01
010125_00.txt,139,0,2,17,2,2,160,141,3.18,50.26,0.25
010125_01.txt,238,5,6,11,4,3,264,247,6.27,42.08,0.12
010125_02.txt,287,40,25,29,10,26,391,337,13.38,29.22,0.05
010125_03.txt,494,32,70,25,11,34,632,537,41.33,15.29,0.05
010145_00.txt,71,1,5,22,1,7,100,73,2.51,39.84,0.5
010145_01.txt,105,15,7,13,2,8,142,122,4.21,33.75,0.25
010145_02.txt,156,49,33,56,4,16,298,209,15.89,18.75,0.12
010145_03.txt,302,21,73,20,10,13,426,333,32.7,13.03,0.05
010146_00.txt,57,16,2,11,2,5,88,75,2.04,43.2,0.25
010146_01.txt,117,14,11,28,9,19,179,140,4.7,38.06,0.06
010146_02.txt,174,97,19,63,10,27,363,281,15.69,23.14,0.05
010146_03.txt,326,35,78,104,33,26,576,394,34.55,16.67,0.02
010181_00.txt,51,18,4,6,3,2,82,72,1.25,65.45,0.17
010181_01.txt,102,18,15,9,4,61,148,124,3.06,48.36,0.12
010181_02.txt,175,31,10,22,5,15,243,211,7.11,34.18,0.1
010181_03.txt,212,18,78,29,14,21,351,244,12.37,28.36,0.04
010188_00.txt,86,12,4,4,6,11,112,104,1.49,75.11,0.08
010188_01.txt,223,22,7,29,5,38,286,250,4.97,57.57,0.1
010188_02.txt,355,45,41,34,23,19,498,423,17.75,28.05,0.02
010188_03.txt,387,63,118,28,22,57,618,472,24.21,25.53,0.02
010191_00.txt,112,0,4,15,2,4,133,114,2.79,47.61,0.25
010191_01.txt,210,19,5,8,4,10,246,233,6.76,36.39,0.12
010191_02.txt,271,33,51,23,18,32,396,322,17.95,22.06,0.03
010191_03.txt,455,47,50,110,3,0,665,505,45.51,14.61,0.17
010193_00.txt,76,8,4,8,6,12,102,90,1.33,76.97,0.08
010193_01.txt,202,16,12,43,7,6,280,225,6.84,40.97,0.07
010193_02.txt,351,59,27,32,11,30,480,421,24.68,19.45,0.05
010193_03.txt,564,24,52,35,31,70,706,619,75.97,9.29,0.02
010202_00.txt,155,19,3,7,25,15,209,199,2.77,75.56,0.02
010202_01.txt,244,14,21,27,16,31,322,274,5.59,57.56,0.03
010202_02.txt,331,42,39,31,41,72,484,414,19.26,25.12,0.01
010202_03.txt,548,30,116,105,57,67,856,635,50.03,17.11,0.01
010256_00.txt,95,2,5,15,2,8,119,99,1.76,67.66,0.25
010256_01.txt,170,14,19,26,8,30,237,192,4.44,53.38,0.06
010256_02.txt,213,50,6,36,8,10,313,271,8.85,35.38,0.06
010256_03.txt,337,32,40,108,4,12,521,373,17.8,29.28,0.12
010288_00.txt,101,5,5,4,7,27,122,113,2.75,44.43,0.07
010288_01.txt,195,21,8,2,16,40,242,232,6.61,36.62,0.03
010288_02.txt,186,23,12,29,30,71,280,239,9.85,28.43,0.02
010288_03.txt,490,24,41,46,19,50,620,533,37.75,16.42,0.03
010301_00.txt,73,9,2,10,5,4,99,87,1.36,72.6,0.1
010301_01.txt,211,12,12,27,11,36,273,234,5.45,50.1,0.05
010301_02.txt,275,92,4,167,6,16,544,373,18.65,29.17,0.08
010301_03.txt,331,29,107,113,10,105,590,370,25.29,23.32,0.05
010319_00.txt,107,14,4,12,6,13,143,127,1.97,72.52,0.08
010319_01.txt,153,24,10,10,14,59,211,191,3.37,62.61,0.04
010319_02.txt,264,38,32,35,8,49,377,310,7.76,48.61,0.06
010319_03.txt,386,55,85,188,5,9,719,446,18.32,39.24,0.1
010363_00.txt,99,7,12,35,5,11,158,111,2.22,71.05,0.1
010363_01.txt,293,29,10,35,17,24,384,339,8.11,47.37,0.03
010363_02.txt,175,56,54,193,5,72,483,236,10.91,44.29,0.1
010363_03.txt,523,21,52,81,99,224,776,643,45.9,16.91,0.01
010420_00.txt,115,32,6,16,2,23,171,149,1.88,91.17,0.25
010420_01.txt,172,56,16,27,4,47,275,232,3.35,82.03,0.12
010420_02.txt,262,77,39,84,59,18,521,398,10.74,48.52,0.01
010420_03.txt,573,83,101,41,27,2,825,683,27.29,30.23,0.02
010536_00.txt,43,7,2,6,2,12,60,52,0.96,62.25,0.25
